id,time,values,aqi,pollution
1,2023-01-31 07:05:30,439.6,445,Extremely hazardous
1,2023-01-31 07:06:30,194.5,244,Very unhealthy 
1,2023-01-31 07:07:30,384.5,417,Extremely hazardous
1,2023-01-31 07:08:00,385.2,417,Extremely hazardous
1,2023-01-31 07:09:30,400.4,425,Extremely hazardous
1,2023-01-31 07:10:30,44.0,121,Slightly unhealthy
1,2023-01-31 07:11:00,403.4,426,Extremely hazardous
1,2023-01-31 07:12:30,228.9,278,Very unhealthy 
1,2023-01-31 07:13:00,531.2,490,Extremely hazardous
1,2023-01-31 07:14:00,451.1,450,Extremely hazardous
1,2023-01-31 07:14:30,7.4,31,Good
1,2023-01-31 07:15:00,495.8,473,Extremely hazardous
1,2023-01-31 07:15:30,502.3,476,Extremely hazardous
1,2023-01-31 07:16:30,492.6,471,Extremely hazardous
1,2023-01-31 07:18:00,87.4,167,Unhealthy
1,2023-01-31 07:18:30,342.1,392,Hazardous
1,2023-01-31 07:19:00,129.2,189,Unhealthy
1,2023-01-31 07:19:30,395.0,422,Extremely hazardous
1,2023-01-31 07:20:00,424.0,437,Extremely hazardous
1,2023-01-31 07:20:30,119.4,184,Unhealthy
1,2023-01-31 07:21:30,327.4,377,Hazardous
1,2023-01-31 07:22:30,115.7,182,Unhealthy
1,2023-01-31 07:23:00,153.3,203,Very unhealthy 
1,2023-01-31 07:24:30,401.9,426,Extremely hazardous
1,2023-01-31 07:25:30,353.0,401,Extremely hazardous
1,2023-01-31 07:26:00,16.2,59,Moderate
1,2023-01-31 07:30:30,110.1,179,Unhealthy
1,2023-01-31 07:31:00,462.6,456,Extremely hazardous
1,2023-01-31 07:31:30,474.9,462,Extremely hazardous
1,2023-01-31 07:32:00,127.7,188,Unhealthy
1,2023-01-31 07:32:30,461.1,455,Extremely hazardous
1,2023-01-31 07:33:00,479.7,465,Extremely hazardous
1,2023-01-31 07:33:30,302.1,352,Hazardous
1,2023-01-31 07:35:00,97.5,172,Unhealthy
1,2023-01-31 07:36:30,460.5,455,Extremely hazardous
1,2023-01-31 07:37:00,505.5,478,Extremely hazardous
1,2023-01-31 07:37:30,135.0,192,Unhealthy
1,2023-01-31 07:38:00,366.0,408,Extremely hazardous
1,2023-01-31 07:38:30,242.7,292,Very unhealthy 
1,2023-01-31 07:40:30,212.2,262,Very unhealthy 
1,2023-01-31 07:41:00,540.3,495,Extremely hazardous
1,2023-01-31 07:42:00,501.8,476,Extremely hazardous
1,2023-01-31 07:42:30,31.2,91,Moderate
1,2023-01-31 07:43:00,236.8,286,Very unhealthy 
1,2023-01-31 07:44:00,100.4,174,Unhealthy
1,2023-01-31 07:46:00,19.5,66,Moderate
1,2023-01-31 07:46:30,67.9,157,Unhealthy
1,2023-01-31 07:47:30,322.0,372,Hazardous
1,2023-01-31 07:48:00,117.1,182,Unhealthy
1,2023-01-31 07:50:00,103.2,175,Unhealthy
1,2023-01-31 07:51:00,19.6,66,Moderate
1,2023-01-31 07:52:00,80.9,163,Unhealthy
1,2023-01-31 07:52:30,220.6,270,Very unhealthy 
1,2023-01-31 07:53:30,481.2,465,Extremely hazardous
1,2023-01-31 07:54:00,294.0,344,Hazardous
1,2023-01-31 07:56:00,374.2,412,Extremely hazardous
1,2023-01-31 07:57:30,298.5,348,Hazardous
1,2023-01-31 08:01:00,141.3,195,Unhealthy
1,2023-01-31 08:01:30,272.1,322,Hazardous
1,2023-01-31 08:03:00,332.4,382,Hazardous
1,2023-01-31 08:04:00,102.3,175,Unhealthy
1,2023-01-31 08:04:30,299.6,349,Hazardous
1,2023-01-31 08:05:30,486.5,468,Extremely hazardous
1,2023-01-31 08:06:00,315.7,365,Hazardous
1,2023-01-31 08:07:30,18.9,65,Moderate
1,2023-01-31 08:10:00,189.7,239,Very unhealthy 
1,2023-01-31 08:10:30,402.4,426,Extremely hazardous
1,2023-01-31 08:12:00,366.1,408,Extremely hazardous
1,2023-01-31 08:12:30,459.5,454,Extremely hazardous
1,2023-01-31 08:13:00,140.6,195,Unhealthy
1,2023-01-31 08:14:30,36.4,102,Slightly unhealthy
1,2023-01-31 08:15:00,226.2,276,Very unhealthy 
1,2023-01-31 08:16:30,436.4,443,Extremely hazardous
1,2023-01-31 08:17:00,285.8,335,Hazardous
1,2023-01-31 08:17:30,127.6,188,Unhealthy
1,2023-01-31 08:18:00,480.8,465,Extremely hazardous
1,2023-01-31 08:19:00,61.4,153,Unhealthy
1,2023-01-31 08:19:30,473.7,462,Extremely hazardous
1,2023-01-31 08:20:00,172.7,222,Very unhealthy 
1,2023-01-31 08:20:30,57.2,151,Unhealthy
1,2023-01-31 08:21:00,201.0,250,Very unhealthy 
1,2023-01-31 08:21:30,366.3,408,Extremely hazardous
1,2023-01-31 08:22:00,179.7,229,Very unhealthy 
1,2023-01-31 08:23:30,79.5,163,Unhealthy
1,2023-01-31 08:24:00,88.0,167,Unhealthy
1,2023-01-31 08:24:30,5.6,23,Good
1,2023-01-31 08:25:30,257.5,307,Hazardous
1,2023-01-31 08:26:00,304.6,354,Hazardous
1,2023-01-31 08:26:30,17.1,61,Moderate
1,2023-01-31 08:27:30,354.8,402,Extremely hazardous
1,2023-01-31 08:28:00,314.8,364,Hazardous
1,2023-01-31 08:28:30,5.9,25,Good
1,2023-01-31 08:29:30,533.5,492,Extremely hazardous
1,2023-01-31 08:30:00,160.3,210,Very unhealthy 
1,2023-01-31 08:31:30,102.6,175,Unhealthy
1,2023-01-31 08:32:00,162.1,212,Very unhealthy 
1,2023-01-31 08:33:00,257.7,307,Hazardous
1,2023-01-31 08:33:30,492.4,471,Extremely hazardous
1,2023-01-31 08:34:00,403.3,426,Extremely hazardous
1,2023-01-31 08:34:30,28.3,85,Moderate
1,2023-01-31 08:35:00,238.7,288,Very unhealthy 
1,2023-01-31 08:36:00,505.6,478,Extremely hazardous
1,2023-01-31 08:37:30,72.7,159,Unhealthy
1,2023-01-31 08:38:00,279.3,329,Hazardous
1,2023-01-31 08:38:30,180.0,230,Very unhealthy 
1,2023-01-31 08:39:00,529.9,490,Extremely hazardous
1,2023-01-31 08:40:00,161.0,210,Very unhealthy 
1,2023-01-31 08:44:30,35.1,99,Moderate
1,2023-01-31 08:45:00,171.3,221,Very unhealthy 
1,2023-01-31 08:46:30,155.9,205,Very unhealthy 
1,2023-01-31 08:47:30,71.8,159,Unhealthy
1,2023-01-31 08:48:00,251.9,301,Hazardous
1,2023-01-31 08:48:30,380.3,415,Extremely hazardous
1,2023-01-31 08:49:00,252.2,302,Hazardous
1,2023-01-31 08:49:30,259.9,309,Hazardous
1,2023-01-31 08:50:00,160.1,210,Very unhealthy 
1,2023-01-31 08:51:00,304.3,354,Hazardous
1,2023-01-31 08:51:30,301.2,351,Hazardous
1,2023-01-31 08:54:00,292.3,342,Hazardous
1,2023-01-31 08:54:30,17.0,61,Moderate
1,2023-01-31 08:55:00,27.4,83,Moderate
1,2023-01-31 08:56:00,96.0,171,Unhealthy
1,2023-01-31 08:57:00,69.3,157,Unhealthy
1,2023-01-31 08:59:00,541.7,496,Extremely hazardous
1,2023-01-31 08:59:30,108.3,178,Unhealthy
1,2023-01-31 09:00:00,125.7,187,Unhealthy
1,2023-01-31 09:00:30,398.1,424,Extremely hazardous
1,2023-01-31 09:01:00,34.7,98,Moderate
1,2023-01-31 09:01:30,511.1,480,Extremely hazardous
1,2023-01-31 09:02:00,203.9,253,Very unhealthy 
1,2023-01-31 09:03:30,240.1,290,Very unhealthy 
1,2023-01-31 09:04:00,89.8,168,Unhealthy
1,2023-01-31 09:06:00,299.3,349,Hazardous
1,2023-01-31 09:07:00,192.6,242,Very unhealthy 
1,2023-01-31 09:07:30,537.6,494,Extremely hazardous
1,2023-01-31 09:08:00,523.5,486,Extremely hazardous
1,2023-01-31 09:08:30,310.0,360,Hazardous
1,2023-01-31 09:09:30,50.2,137,Slightly unhealthy
1,2023-01-31 09:10:30,56.2,150,Unhealthy
1,2023-01-31 09:11:00,168.3,218,Very unhealthy 
1,2023-01-31 09:11:30,133.4,191,Unhealthy
1,2023-01-31 09:13:00,247.9,297,Very unhealthy 
1,2023-01-31 09:13:30,410.4,430,Extremely hazardous
1,2023-01-31 09:14:00,59.8,152,Unhealthy
1,2023-01-31 09:14:30,193.9,243,Very unhealthy 
1,2023-01-31 09:16:30,322.7,372,Hazardous
1,2023-01-31 09:17:00,345.6,395,Hazardous
1,2023-01-31 09:17:30,118.6,183,Unhealthy
1,2023-01-31 09:18:00,408.8,429,Extremely hazardous
1,2023-01-31 09:20:00,264.7,314,Hazardous
1,2023-01-31 09:20:30,467.3,458,Extremely hazardous
1,2023-01-31 09:22:00,260.6,310,Hazardous
1,2023-01-31 09:22:30,235.0,284,Very unhealthy 
1,2023-01-31 09:23:00,230.7,280,Very unhealthy 
1,2023-01-31 09:24:00,349.8,399,Hazardous
1,2023-01-31 09:26:00,24.3,76,Moderate
1,2023-01-31 09:27:00,388.1,419,Extremely hazardous
1,2023-01-31 09:28:00,22.6,73,Moderate
1,2023-01-31 09:28:30,103.1,175,Unhealthy
1,2023-01-31 09:30:00,33.7,96,Moderate
1,2023-01-31 09:31:00,146.1,198,Unhealthy
1,2023-01-31 09:31:30,36.3,102,Slightly unhealthy
1,2023-01-31 09:33:00,409.2,429,Extremely hazardous
1,2023-01-31 09:33:30,116.3,182,Unhealthy
1,2023-01-31 09:34:00,498.5,474,Extremely hazardous
1,2023-01-31 09:35:00,464.1,457,Extremely hazardous
1,2023-01-31 09:36:30,424.2,437,Extremely hazardous
1,2023-01-31 09:37:00,179.0,228,Very unhealthy 
1,2023-01-31 09:37:30,389.6,420,Extremely hazardous
1,2023-01-31 09:38:30,38.0,106,Slightly unhealthy
1,2023-01-31 09:39:00,254.9,304,Hazardous
1,2023-01-31 09:39:30,54.7,148,Slightly unhealthy
1,2023-01-31 09:42:00,256.3,306,Hazardous
1,2023-01-31 09:42:30,133.7,191,Unhealthy
1,2023-01-31 09:43:30,124.7,186,Unhealthy
1,2023-01-31 09:44:00,441.5,446,Extremely hazardous
1,2023-01-31 09:45:00,129.2,189,Unhealthy
1,2023-01-31 09:45:30,493.9,472,Extremely hazardous
1,2023-01-31 09:47:00,372.0,411,Extremely hazardous
1,2023-01-31 09:47:30,166.5,216,Very unhealthy 
1,2023-01-31 09:50:30,11.6,48,Good
1,2023-01-31 09:51:30,55.7,150,Unhealthy
1,2023-01-31 09:53:30,437.7,444,Extremely hazardous
1,2023-01-31 09:55:00,505.3,477,Extremely hazardous
1,2023-01-31 09:56:30,184.7,234,Very unhealthy 
1,2023-01-31 09:57:30,268.1,318,Hazardous
1,2023-01-31 09:58:30,127.2,188,Unhealthy
1,2023-01-31 09:59:00,328.8,378,Hazardous
1,2023-01-31 09:59:30,309.0,358,Hazardous
1,2023-01-31 10:00:00,104.8,176,Unhealthy
1,2023-01-31 10:01:00,329.4,379,Hazardous
1,2023-01-31 10:01:30,223.7,273,Very unhealthy 
1,2023-01-31 10:02:00,146.6,198,Unhealthy
1,2023-01-31 10:02:30,373.0,411,Extremely hazardous
1,2023-01-31 10:03:00,505.6,478,Extremely hazardous
1,2023-01-31 10:03:30,335.6,385,Hazardous
1,2023-01-31 10:04:00,454.6,452,Extremely hazardous
1,2023-01-31 10:04:30,495.4,472,Extremely hazardous
1,2023-01-31 10:05:00,48.9,134,Slightly unhealthy
1,2023-01-31 10:06:00,169.5,219,Very unhealthy 
1,2023-01-31 10:07:00,112.3,180,Unhealthy
1,2023-01-31 10:07:30,333.1,383,Hazardous
1,2023-01-31 10:08:00,524.7,487,Extremely hazardous
1,2023-01-31 10:08:30,325.3,375,Hazardous
1,2023-01-31 10:10:00,164.3,214,Very unhealthy 
1,2023-01-31 10:10:30,384.5,417,Extremely hazardous
1,2023-01-31 10:13:00,223.0,272,Very unhealthy 
1,2023-01-31 10:13:30,353.4,401,Extremely hazardous
1,2023-01-31 10:14:00,494.1,472,Extremely hazardous
1,2023-01-31 10:14:30,51.8,141,Slightly unhealthy
1,2023-01-31 10:15:00,431.5,440,Extremely hazardous
1,2023-01-31 10:16:00,235.7,285,Very unhealthy 
1,2023-01-31 10:18:00,479.0,464,Extremely hazardous
1,2023-01-31 10:19:00,184.1,234,Very unhealthy 
1,2023-01-31 10:21:30,490.4,470,Extremely hazardous
1,2023-01-31 10:22:00,180.6,230,Very unhealthy 
1,2023-01-31 10:22:30,284.4,334,Hazardous
1,2023-01-31 10:23:30,119.7,184,Unhealthy
1,2023-01-31 10:25:30,297.0,346,Hazardous
1,2023-01-31 10:26:00,359.0,404,Extremely hazardous
1,2023-01-31 10:26:30,59.1,152,Unhealthy
1,2023-01-31 10:27:00,465.6,458,Extremely hazardous
1,2023-01-31 10:27:30,57.0,151,Unhealthy
1,2023-01-31 10:28:00,386.9,418,Extremely hazardous
1,2023-01-31 10:29:00,310.8,360,Hazardous
1,2023-01-31 10:29:30,466.8,458,Extremely hazardous
1,2023-01-31 10:30:30,127.7,188,Unhealthy
1,2023-01-31 10:31:00,516.0,483,Extremely hazardous
1,2023-01-31 10:32:00,333.0,382,Hazardous
1,2023-01-31 10:32:30,344.6,394,Hazardous
1,2023-01-31 10:33:30,368.9,409,Extremely hazardous
1,2023-01-31 10:35:00,224.2,274,Very unhealthy 
1,2023-01-31 10:35:30,357.9,404,Extremely hazardous
1,2023-01-31 10:36:00,10.0,42,Good
1,2023-01-31 10:36:30,338.0,388,Hazardous
1,2023-01-31 10:37:00,53.0,144,Slightly unhealthy
1,2023-01-31 10:37:30,466.8,458,Extremely hazardous
1,2023-01-31 10:40:00,424.0,437,Extremely hazardous
1,2023-01-31 10:41:00,456.5,453,Extremely hazardous
1,2023-01-31 10:42:00,317.0,366,Hazardous
1,2023-01-31 10:43:30,23.1,74,Moderate
1,2023-01-31 10:44:30,95.6,171,Unhealthy
1,2023-01-31 10:45:00,515.1,482,Extremely hazardous
1,2023-01-31 10:45:30,110.9,179,Unhealthy
1,2023-01-31 10:47:00,435.0,442,Extremely hazardous
1,2023-01-31 10:47:30,72.2,159,Unhealthy
1,2023-01-31 10:49:30,242.4,292,Very unhealthy 
1,2023-01-31 10:50:00,467.9,459,Extremely hazardous
1,2023-01-31 10:51:30,29.4,87,Moderate
1,2023-01-31 10:52:00,436.6,443,Extremely hazardous
1,2023-01-31 10:53:30,144.1,197,Unhealthy
1,2023-01-31 10:54:00,495.2,472,Extremely hazardous
1,2023-01-31 10:54:30,546.9,498,Extremely hazardous
1,2023-01-31 10:55:00,378.1,414,Extremely hazardous
1,2023-01-31 10:56:00,449.4,449,Extremely hazardous
1,2023-01-31 10:56:30,392.9,421,Extremely hazardous
1,2023-01-31 10:57:30,210.3,260,Very unhealthy 
1,2023-01-31 10:58:00,477.5,464,Extremely hazardous
1,2023-01-31 10:59:00,301.7,351,Hazardous
1,2023-01-31 10:59:30,400.4,425,Extremely hazardous
1,2023-01-31 11:00:00,88.7,167,Unhealthy
1,2023-01-31 11:01:00,57.9,151,Unhealthy
1,2023-01-31 11:01:30,394.1,422,Extremely hazardous
1,2023-01-31 11:02:00,74.7,160,Unhealthy
1,2023-01-31 11:02:30,22.2,72,Moderate
1,2023-01-31 11:03:00,92.7,170,Unhealthy
1,2023-01-31 11:04:00,429.9,440,Extremely hazardous
1,2023-01-31 11:04:30,356.7,403,Extremely hazardous
1,2023-01-31 11:05:00,432.8,441,Extremely hazardous
1,2023-01-31 11:05:30,476.9,463,Extremely hazardous
1,2023-01-31 11:06:00,382.4,416,Extremely hazardous
1,2023-01-31 11:06:30,296.4,346,Hazardous
1,2023-01-31 11:08:00,320.0,370,Hazardous
1,2023-01-31 11:10:30,447.9,449,Extremely hazardous
1,2023-01-31 11:11:00,115.9,182,Unhealthy
1,2023-01-31 11:12:00,168.2,218,Very unhealthy 
1,2023-01-31 11:13:00,375.8,413,Extremely hazardous
1,2023-01-31 11:13:30,92.0,169,Unhealthy
1,2023-01-31 11:14:00,225.7,275,Very unhealthy 
1,2023-01-31 11:14:30,313.4,363,Hazardous
1,2023-01-31 11:15:30,5.9,25,Good
1,2023-01-31 11:16:00,333.6,383,Hazardous
1,2023-01-31 11:16:30,32.3,93,Moderate
1,2023-01-31 11:17:30,383.7,417,Extremely hazardous
1,2023-01-31 11:19:00,141.0,195,Unhealthy
1,2023-01-31 11:22:30,341.9,391,Hazardous
1,2023-01-31 11:23:00,519.4,484,Extremely hazardous
1,2023-01-31 11:23:30,77.0,161,Unhealthy
1,2023-01-31 11:24:30,427.0,438,Extremely hazardous
1,2023-01-31 11:25:30,386.4,418,Extremely hazardous
1,2023-01-31 11:26:30,207.3,257,Very unhealthy 
1,2023-01-31 11:27:00,5.7,24,Good
1,2023-01-31 11:27:30,242.7,292,Very unhealthy 
1,2023-01-31 11:28:00,106.6,177,Unhealthy
1,2023-01-31 11:29:00,377.5,414,Extremely hazardous
1,2023-01-31 11:29:30,139.7,194,Unhealthy
1,2023-01-31 11:30:00,58.1,151,Unhealthy
1,2023-01-31 11:30:30,339.0,388,Hazardous
1,2023-01-31 11:32:00,435.3,442,Extremely hazardous
1,2023-01-31 11:34:30,49.4,135,Slightly unhealthy
1,2023-01-31 11:35:30,319.1,369,Hazardous
1,2023-01-31 11:36:00,459.8,455,Extremely hazardous
1,2023-01-31 11:36:30,451.8,451,Extremely hazardous
1,2023-01-31 11:37:30,99.8,173,Unhealthy
1,2023-01-31 11:38:00,6.6,27,Good
1,2023-01-31 11:38:30,363.7,407,Extremely hazardous
1,2023-01-31 11:40:30,472.1,461,Extremely hazardous
1,2023-01-31 11:41:00,80.3,163,Unhealthy
1,2023-01-31 11:41:30,168.8,218,Very unhealthy 
1,2023-01-31 11:42:30,429.5,440,Extremely hazardous
1,2023-01-31 11:43:30,33.9,97,Moderate
1,2023-01-31 11:46:00,340.7,390,Hazardous
1,2023-01-31 11:47:00,186.5,236,Very unhealthy 
1,2023-01-31 11:48:00,391.4,420,Extremely hazardous
1,2023-01-31 11:49:00,356.4,403,Extremely hazardous
1,2023-01-31 11:50:00,210.3,260,Very unhealthy 
1,2023-01-31 11:50:30,366.2,408,Extremely hazardous
1,2023-01-31 11:51:00,550.4,500,Extremely hazardous
1,2023-01-31 11:54:00,40.2,112,Slightly unhealthy
1,2023-01-31 11:57:00,345.7,395,Hazardous
1,2023-01-31 11:57:30,144.8,197,Unhealthy
1,2023-01-31 11:58:00,39.2,109,Slightly unhealthy
1,2023-01-31 11:58:30,179.3,229,Very unhealthy 
1,2023-01-31 11:59:30,278.8,328,Hazardous
1,2023-01-31 12:00:00,199.7,249,Very unhealthy 
1,2023-01-31 12:01:00,341.4,391,Hazardous
1,2023-01-31 12:01:30,537.4,493,Extremely hazardous
1,2023-01-31 12:02:00,202.3,252,Very unhealthy 
1,2023-01-31 12:03:00,464.6,457,Extremely hazardous
1,2023-01-31 12:03:30,382.4,416,Extremely hazardous
1,2023-01-31 12:04:00,50.4,137,Slightly unhealthy
1,2023-01-31 12:04:30,428.3,439,Extremely hazardous
1,2023-01-31 12:05:00,255.5,305,Hazardous
1,2023-01-31 12:05:30,91.1,169,Unhealthy
1,2023-01-31 12:06:30,133.9,191,Unhealthy
1,2023-01-31 12:07:00,342.6,392,Hazardous
1,2023-01-31 12:07:30,531.9,491,Extremely hazardous
1,2023-01-31 12:08:00,458.7,454,Extremely hazardous
1,2023-01-31 12:09:00,162.7,212,Very unhealthy 
1,2023-01-31 12:09:30,267.8,317,Hazardous
1,2023-01-31 12:11:00,95.4,171,Unhealthy
1,2023-01-31 12:11:30,337.7,387,Hazardous
1,2023-01-31 12:12:00,385.2,417,Extremely hazardous
1,2023-01-31 12:12:30,204.2,254,Very unhealthy 
1,2023-01-31 12:13:00,304.0,354,Hazardous
1,2023-01-31 12:13:30,163.3,213,Very unhealthy 
1,2023-01-31 12:14:30,180.7,230,Very unhealthy 
1,2023-01-31 12:15:00,196.8,246,Very unhealthy 
1,2023-01-31 12:15:30,196.5,246,Very unhealthy 
1,2023-01-31 12:16:00,190.9,240,Very unhealthy 
1,2023-01-31 12:16:30,354.3,402,Extremely hazardous
1,2023-01-31 12:17:00,396.2,423,Extremely hazardous
1,2023-01-31 12:18:00,328.9,378,Hazardous
1,2023-01-31 12:18:30,235.9,285,Very unhealthy 
1,2023-01-31 12:19:00,367.6,409,Extremely hazardous
1,2023-01-31 12:19:30,217.0,266,Very unhealthy 
1,2023-01-31 12:20:30,225.8,275,Very unhealthy 
1,2023-01-31 12:21:00,150.4,200,Unhealthy
1,2023-01-31 12:23:00,229.3,279,Very unhealthy 
1,2023-01-31 12:23:30,291.1,341,Hazardous
1,2023-01-31 12:24:00,28.8,86,Moderate
1,2023-01-31 12:25:00,399.9,425,Extremely hazardous
1,2023-01-31 12:25:30,240.6,290,Very unhealthy 
1,2023-01-31 12:26:00,520.2,485,Extremely hazardous
1,2023-01-31 12:27:00,510.1,480,Extremely hazardous
1,2023-01-31 12:27:30,394.8,422,Extremely hazardous
1,2023-01-31 12:28:00,227.0,276,Very unhealthy 
1,2023-01-31 12:29:30,224.3,274,Very unhealthy 
1,2023-01-31 12:30:00,550.2,500,Extremely hazardous
1,2023-01-31 12:31:30,131.8,190,Unhealthy
1,2023-01-31 12:32:00,116.3,182,Unhealthy
1,2023-01-31 12:33:00,478.0,464,Extremely hazardous
1,2023-01-31 12:34:30,289.9,339,Hazardous
1,2023-01-31 12:35:00,225.9,275,Very unhealthy 
1,2023-01-31 12:35:30,212.5,262,Very unhealthy 
1,2023-01-31 12:36:00,463.3,456,Extremely hazardous
1,2023-01-31 12:36:30,294.5,344,Hazardous
1,2023-01-31 12:37:30,325.5,375,Hazardous
1,2023-01-31 12:41:30,196.7,246,Very unhealthy 
1,2023-01-31 12:42:00,294.9,344,Hazardous
1,2023-01-31 12:42:30,277.6,327,Hazardous
1,2023-01-31 12:43:30,262.1,312,Hazardous
1,2023-01-31 12:44:00,378.2,414,Extremely hazardous
1,2023-01-31 12:45:00,378.6,414,Extremely hazardous
1,2023-01-31 12:45:30,50.4,137,Slightly unhealthy
1,2023-01-31 12:46:30,465.3,457,Extremely hazardous
1,2023-01-31 12:48:00,427.1,438,Extremely hazardous
1,2023-01-31 12:50:00,493.9,472,Extremely hazardous
1,2023-01-31 12:51:00,446.8,448,Extremely hazardous
1,2023-01-31 12:55:00,250.3,300,Very unhealthy 
1,2023-01-31 12:55:30,13.5,53,Moderate
1,2023-01-31 12:56:30,337.4,387,Hazardous
1,2023-01-31 12:57:00,251.6,301,Hazardous
1,2023-01-31 12:58:00,201.0,250,Very unhealthy 
1,2023-01-31 12:58:30,253.7,303,Hazardous
1,2023-01-31 12:59:00,410.0,430,Extremely hazardous
1,2023-01-31 12:59:30,374.9,412,Extremely hazardous
1,2023-01-31 13:00:00,433.4,441,Extremely hazardous
1,2023-01-31 13:01:00,263.0,312,Hazardous
1,2023-01-31 13:01:30,251.1,301,Hazardous
1,2023-01-31 13:02:00,206.5,256,Very unhealthy 
1,2023-01-31 13:03:00,252.6,302,Hazardous
1,2023-01-31 13:04:00,289.7,339,Hazardous
1,2023-01-31 13:04:30,355.3,402,Extremely hazardous
1,2023-01-31 13:06:30,319.7,369,Hazardous
1,2023-01-31 13:07:00,458.2,454,Extremely hazardous
1,2023-01-31 13:07:30,512.0,481,Extremely hazardous
1,2023-01-31 13:08:00,252.1,302,Hazardous
1,2023-01-31 13:08:30,104.3,176,Unhealthy
1,2023-01-31 13:09:00,403.5,426,Extremely hazardous
1,2023-01-31 13:10:30,501.6,476,Extremely hazardous
1,2023-01-31 13:11:00,371.0,410,Extremely hazardous
1,2023-01-31 13:11:30,488.0,469,Extremely hazardous
1,2023-01-31 13:12:30,77.7,162,Unhealthy
1,2023-01-31 13:13:00,159.9,209,Very unhealthy 
1,2023-01-31 13:13:30,164.4,214,Very unhealthy 
1,2023-01-31 13:14:00,395.9,423,Extremely hazardous
1,2023-01-31 13:15:00,282.7,332,Hazardous
1,2023-01-31 13:15:30,131.7,190,Unhealthy
1,2023-01-31 13:16:30,433.7,442,Extremely hazardous
1,2023-01-31 13:17:30,151.9,201,Very unhealthy 
1,2023-01-31 13:18:00,371.1,410,Extremely hazardous
1,2023-01-31 13:18:30,115.7,182,Unhealthy
1,2023-01-31 13:19:30,386.6,418,Extremely hazardous
1,2023-01-31 13:20:00,284.8,334,Hazardous
1,2023-01-31 13:20:30,296.0,346,Hazardous
1,2023-01-31 13:21:00,241.5,291,Very unhealthy 
1,2023-01-31 13:21:30,249.3,299,Very unhealthy 
1,2023-01-31 13:22:00,82.2,164,Unhealthy
1,2023-01-31 13:23:30,392.3,421,Extremely hazardous
1,2023-01-31 13:24:00,48.1,132,Slightly unhealthy
1,2023-01-31 13:24:30,327.8,377,Hazardous
1,2023-01-31 13:25:00,218.5,268,Very unhealthy 
1,2023-01-31 13:26:00,384.7,417,Extremely hazardous
1,2023-01-31 13:26:30,298.7,348,Hazardous
1,2023-01-31 13:27:00,78.2,162,Unhealthy
1,2023-01-31 13:27:30,46.7,128,Slightly unhealthy
1,2023-01-31 13:28:00,31.5,91,Moderate
1,2023-01-31 13:29:30,295.7,345,Hazardous
1,2023-01-31 13:32:00,308.1,358,Hazardous
1,2023-01-31 13:32:30,148.6,199,Unhealthy
1,2023-01-31 13:34:00,446.8,448,Extremely hazardous
1,2023-01-31 13:35:30,312.1,362,Hazardous
1,2023-01-31 13:36:00,381.4,415,Extremely hazardous
1,2023-01-31 13:37:00,90.6,168,Unhealthy
1,2023-01-31 13:37:30,238.2,288,Very unhealthy 
1,2023-01-31 13:38:00,89.9,168,Unhealthy
1,2023-01-31 13:38:30,510.3,480,Extremely hazardous
1,2023-01-31 13:39:00,453.5,452,Extremely hazardous
1,2023-01-31 13:40:00,500.7,475,Extremely hazardous
1,2023-01-31 13:40:30,336.9,386,Hazardous
1,2023-01-31 13:41:00,58.9,152,Unhealthy
1,2023-01-31 13:41:30,377.0,413,Extremely hazardous
1,2023-01-31 13:42:00,16.2,59,Moderate
1,2023-01-31 13:42:30,6.7,28,Good
1,2023-01-31 13:43:00,521.0,485,Extremely hazardous
1,2023-01-31 13:44:30,421.1,435,Extremely hazardous
1,2023-01-31 13:46:00,95.9,171,Unhealthy
1,2023-01-31 13:46:30,351.8,401,Extremely hazardous
1,2023-01-31 13:47:30,432.3,441,Extremely hazardous
1,2023-01-31 13:48:30,373.6,412,Extremely hazardous
1,2023-01-31 13:49:30,393.9,422,Extremely hazardous
1,2023-01-31 13:50:00,150.9,200,Very unhealthy 
1,2023-01-31 13:51:30,201.8,251,Very unhealthy 
1,2023-01-31 13:53:00,20.7,69,Moderate
1,2023-01-31 13:54:00,51.1,139,Slightly unhealthy
1,2023-01-31 13:54:30,349.5,399,Hazardous
1,2023-01-31 13:55:00,526.4,488,Extremely hazardous
1,2023-01-31 13:55:30,261.3,311,Hazardous
1,2023-01-31 13:58:30,234.9,284,Very unhealthy 
1,2023-01-31 13:59:00,26.2,80,Moderate
1,2023-01-31 14:00:30,523.3,486,Extremely hazardous
1,2023-01-31 14:01:00,396.4,423,Extremely hazardous
1,2023-01-31 14:02:00,502.6,476,Extremely hazardous
1,2023-01-31 14:03:30,74.8,160,Unhealthy
1,2023-01-31 14:04:30,202.0,252,Very unhealthy 
1,2023-01-31 14:05:00,358.2,404,Extremely hazardous
1,2023-01-31 14:05:30,240.9,290,Very unhealthy 
1,2023-01-31 14:06:00,480.7,465,Extremely hazardous
1,2023-01-31 14:06:30,439.5,444,Extremely hazardous
1,2023-01-31 14:07:00,442.1,446,Extremely hazardous
1,2023-01-31 14:07:30,95.4,171,Unhealthy
1,2023-01-31 14:08:00,280.8,330,Hazardous
1,2023-01-31 14:08:30,82.9,164,Unhealthy
1,2023-01-31 14:09:00,102.1,175,Unhealthy
