id,time,values
1,2023-01-31 14:20:30,601.8
1,2023-01-31 14:21:00,843.0
1,2023-01-31 14:21:30,972.1
1,2023-01-31 14:24:00,999.3
1,2023-01-31 14:25:30,887.6
1,2023-01-31 14:26:30,653.9
1,2023-01-31 14:27:00,868.2
1,2023-01-31 14:27:30,583.2
1,2023-01-31 14:28:30,819.4
1,2023-01-31 14:29:30,945.6
1,2023-01-31 14:30:30,744.9
1,2023-01-31 14:31:00,651.8
1,2023-01-31 14:33:00,616.9
1,2023-01-31 14:33:30,642.7
1,2023-01-31 14:34:00,974.5
1,2023-01-31 14:35:00,978.0
1,2023-01-31 14:37:00,967.7
1,2023-01-31 14:37:30,660.2
1,2023-01-31 14:39:30,570.3
1,2023-01-31 14:40:00,961.9
1,2023-01-31 14:43:30,559.5
1,2023-01-31 14:44:00,748.5
1,2023-01-31 14:44:30,651.3
1,2023-01-31 14:45:00,623.8
1,2023-01-31 14:45:30,792.2
1,2023-01-31 14:47:30,652.8
1,2023-01-31 14:49:00,970.6
1,2023-01-31 14:51:00,731.6
1,2023-01-31 14:52:00,687.3
1,2023-01-31 14:53:00,577.1
1,2023-01-31 14:53:30,614.2
1,2023-01-31 14:55:00,942.4
1,2023-01-31 14:56:00,585.9
1,2023-01-31 14:56:30,628.8
1,2023-01-31 14:57:00,812.7
1,2023-01-31 14:58:30,635.8
1,2023-01-31 14:59:00,854.9
1,2023-01-31 15:00:00,985.7
1,2023-01-31 15:00:30,979.7
1,2023-01-31 15:01:30,801.4
1,2023-01-31 15:02:00,860.2
1,2023-01-31 15:02:30,932.2
1,2023-01-31 15:04:00,982.1
1,2023-01-31 15:04:30,988.3
1,2023-01-31 15:05:00,955.6
1,2023-01-31 15:05:30,728.8
1,2023-01-31 15:06:00,978.5
1,2023-01-31 15:07:00,661.1
1,2023-01-31 15:08:00,992.8
1,2023-01-31 15:10:00,735.8
1,2023-01-31 15:11:00,964.4
1,2023-01-31 15:11:30,625.0
1,2023-01-31 15:12:00,579.1
1,2023-01-31 15:13:00,852.3
1,2023-01-31 15:14:00,945.3
1,2023-01-31 15:15:30,940.7
1,2023-01-31 15:16:00,921.2
1,2023-01-31 15:17:30,626.1
1,2023-01-31 15:20:30,566.3
1,2023-01-31 15:21:30,835.2
1,2023-01-31 15:22:30,791.0
1,2023-01-31 15:23:00,631.1
1,2023-01-31 15:23:30,912.6
1,2023-01-31 15:24:00,644.9
1,2023-01-31 15:25:00,740.4
1,2023-01-31 15:25:30,872.1
1,2023-01-31 15:27:00,829.7
1,2023-01-31 15:28:30,567.9
1,2023-01-31 15:29:00,858.4
1,2023-01-31 15:30:30,996.9
1,2023-01-31 15:32:00,560.4
1,2023-01-31 15:34:30,664.3
1,2023-01-31 15:36:00,990.6
1,2023-01-31 15:38:00,736.5
1,2023-01-31 15:41:00,862.2
1,2023-01-31 15:41:30,783.3
1,2023-01-31 15:42:30,628.4
1,2023-01-31 15:43:00,735.6
1,2023-01-31 15:43:30,846.2
1,2023-01-31 15:45:00,550.8
1,2023-01-31 15:45:30,861.3
1,2023-01-31 15:46:00,928.9
1,2023-01-31 15:46:30,873.2
1,2023-01-31 15:48:30,757.9
1,2023-01-31 15:49:30,755.9
1,2023-01-31 15:50:30,847.4
1,2023-01-31 15:51:00,819.7
1,2023-01-31 15:52:00,701.1
1,2023-01-31 15:55:00,620.7
1,2023-01-31 15:55:30,913.6
1,2023-01-31 15:56:30,998.1
1,2023-01-31 15:57:00,579.1
1,2023-01-31 15:58:30,902.2
